,coating,mdr,np_size_min__nm_,np_size_max__nm_,np_size_avg__nm_,time_set__hours_,min_Incub_period__h,avg_Incub_period__h,max_Incub_period__h,growth_temp__C_,biosafety_level,Solvent_polar,Valance_electron,amw,lipinskiHBA,NumHBA,labuteASA,CrippenClogP,chi0v,hallKierAlpha,kappa1,ses04980,lms00340,elf00640,acb00984,enz00907,eab00230,sent00640,cbra00730,lpc00640,lfr03018,bamb00240,prot02020,vdn00561,cal01250,spyh02060,ssp00052,ctp00563,cne00920,efu00650,seg00401,cvi01120,lrg00561,lmq00071,bce00040,seb00900,kpj00984,prp00052,ecl00785,lac01250,seec01054,paeo00920,ehr00740,smaz00053,seps00450,paep00230,abm00074,eni02020,bcq04122,elu00440,abz00600,ell00040,cfd00999,kpi00670,pag02060,smua01212,paem04148,sml00900,kpx00780,bbe01053,bsx03440,ecol01212,pvl03250,stv00470,abal00430,senj01320,psnc01200,sef00040,smb02060,pswo01310,sgo00130,cln00074,sdy00541,pskp00362,kpo00361,eclg02040,sams00410,cjx00260,pae00061,ecan04981,msh00380,bmeg01240,bsp03010,cot00510,afm00750,sha00040,kpb00622,cdu00332,ane00360,ani00260,abc00521,stra01503,kpne00470,sub00770,apa03070,pmib00907,eam00600,psmt00633,paf00290,efq00520,edj00361,vpl00760,bsn00920,cjz00660,eld00540,sep00630,bca00053,afv00010,lmj00030,hav02010,sor00910,eft00130,saud00430,stm00040,eco00564,paeb00999,cjr00520,pvg00525,pmed02025,seo00190,stt00650,pmp00511,sfn03410,klm00621,sty00640,set03060,sab00362,efl00780,enq00622,fnu00730,bpum01502,smw00280,sins00290,kpnu00380,abd00997,send00541,mlu00620,bacteria,method,shape,Solvent_for_extract,Bacteria,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,common_environment,prim_specific_habitat,sec_habitat,Red_env_type,Red_env_strength,Capping_type,Bio_component_class,Template_type,Post_treatment,Source_origin,MIC_NP___g_mL_
442,0,0,16.0,20.0,18.0,1.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,2.028148247292285
443,0,0,16.0,20.0,18.0,2.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,2.0541237336955462
444,0,0,16.0,20.0,18.0,3.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,2.091864061678393
445,0,0,16.0,20.0,18.0,4.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,2.1162555148025524
446,0,0,16.0,20.0,18.0,1.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.871802176901592
447,0,0,16.0,20.0,18.0,2.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.410986973710262
448,0,0,16.0,20.0,18.0,3.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.2809338454620642
449,0,0,16.0,20.0,18.0,4.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.1939224684724346
450,0,0,16.0,20.0,18.0,1.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.4816045409242156
451,0,0,16.0,20.0,18.0,1.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,1.1631508098056809
452,0,0,16.0,20.0,18.0,1.0,6.0,10,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmonella enterica,MIC,rod-shaped,water,Salmonella enterica,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,pathogenic,n,nature,water,food,bio,weak,none,phenolic,none,none,lab,0.9555114450274363
453,0,0,16.0,20.0,11.3,0.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.981001468866584
454,0,0,16.0,20.0,18.0,1.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.028148247292285
455,0,0,16.0,20.0,18.0,2.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.1041341542702074
456,0,0,16.0,20.0,18.0,3.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.174751721484161
457,0,0,16.0,20.0,18.0,4.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.2407096892759584
458,0,0,16.0,20.0,18.0,0.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.981001468866584
459,0,0,16.0,20.0,18.0,1.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.9878743481543453
460,0,0,16.0,20.0,18.0,2.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.009555414215669
461,0,0,16.0,20.0,18.0,3.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.038619547159581
462,0,0,16.0,20.0,18.0,4.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,2.066862759472976
463,0,0,16.0,20.0,18.0,1.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.925707441737794
464,0,0,16.0,20.0,18.0,2.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.7119945007591924
465,0,0,16.0,20.0,18.0,3.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.3812818192963463
466,0,0,16.0,20.0,18.0,4.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.1631508098056809
467,0,0,16.0,20.0,18.0,1.0,4.0,8,24,37.0,2,1,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus aureus,MIC,rod-shaped,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,phenolic,none,none,lab,1.7119945007591924
