,source,np,bacteria,bac_type,np_synthesis,method,concentration,mol_weight (g/mol),np_size_avg (nm),shape,time_set,reference,kingdom,phylum,class,order,family,genus,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Valance_electron,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
114,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,0.6923325285854267,196.966569,0.8,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
115,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,0.6923325285854267,196.966569,1.4,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
116,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,1.8964525112413515,196.966569,5.1,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
117,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,1.8964525112413515,196.966569,8.7,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
118,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,1.8964525112413515,196.966569,10.4,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
120,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,0.6923325285854267,196.966569,0.8,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
121,0,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,0.6923325285854267,196.966569,1.4,spherical,18,https://pubmed.ncbi.nlm.nih.gov/25712910/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
122,5,Au,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,3.6989700043360187,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,24.0,48.0,72,37,2,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
123,5,Au,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MBEC,3.0969100130080562,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,24.0,48.0,72,37,2,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
124,5,Au,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,1.8920946026904804,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,24.0,48.0,72,37,2,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
125,5,Au,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MBEC,3.0969100130080562,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,24.0,48.0,72,37,2,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
126,5,Au,Candida albicans,pathogenic,chemical_synthesis,MIC,3.3979400086720375,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,48.0,84.0,120,37,2,mouth,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
127,5,Au,Candida albicans,pathogenic,chemical_synthesis,MBEC,3.0969100130080562,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,48.0,84.0,120,37,2,mouth,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
128,5,Au,Candida albicans,pathogenic,chemical_synthesis,MIC,2.494154594018443,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,48.0,84.0,120,37,2,mouth,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
129,5,Au,Candida albicans,pathogenic,chemical_synthesis,MBEC,2.494154594018443,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,48.0,84.0,120,37,2,mouth,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
130,5,Au,Enterococcus faecalis,pathogenic,chemical_synthesis,MIC,4.0,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,24.0,36.0,48,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
131,5,Au,Enterococcus faecalis,pathogenic,chemical_synthesis,MBEC,3.3979400086720375,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,24.0,36.0,48,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
132,5,Au,Enterococcus faecalis,pathogenic,chemical_synthesis,MIC,1.8920946026904804,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,24.0,36.0,48,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
133,5,Au,Enterococcus faecalis,pathogenic,chemical_synthesis,MBEC,3.0969100130080562,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,24.0,36.0,48,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
134,5,Au,Escherichia coli,pathogenic,chemical_synthesis,MIC,3.3979400086720375,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
135,5,Au,Escherichia coli,pathogenic,chemical_synthesis,MBEC,3.3979400086720375,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
136,5,Au,Escherichia coli,pathogenic,chemical_synthesis,MIC,1.8920946026904804,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
137,5,Au,Escherichia coli,pathogenic,chemical_synthesis,MBEC,2.1931245983544616,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
138,5,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,3.6989700043360187,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
139,5,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBEC,3.3979400086720375,196.966569,1.4,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
140,5,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,1.8920946026904804,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
141,5,Au,Staphylococcus aureus,pathogenic,chemical_synthesis,MBEC,2.7958800173440754,196.966569,50.0,spherical,24,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936
148,0,CeO2,Bacillus cereus,pathogenic,chemical_synthesis,MIC,3.6334684555795866,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,4.0,10.0,16,30,2,food,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
149,0,CeO2,Bacillus cereus,pathogenic,chemical_synthesis,MBC,3.6334684555795866,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,4.0,10.0,16,30,2,food,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
150,0,CeO2,Escherichia coli,pathogenic,chemical_synthesis,MIC,3.3324384599156054,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
151,0,CeO2,Escherichia coli,pathogenic,chemical_synthesis,MBC,3.3324384599156054,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,48.0,84.0,120,37,2,urine,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
152,0,CeO2,Listeria monocytogenes,pathogenic,chemical_synthesis,MIC,3.0293837776852097,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,p,24.0,36.0,48,37,2,food,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
153,0,CeO2,Listeria monocytogenes,pathogenic,chemical_synthesis,MBC,3.0293837776852097,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,p,24.0,36.0,48,37,2,food,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
154,0,CeO2,Salmonella typhimurium,pathogenic,chemical_synthesis,MIC,3.0293837776852097,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,6.0,39.0,72,37,2,meat,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
155,0,CeO2,Salmonella typhimurium,pathogenic,chemical_synthesis,MBC,3.0293837776852097,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,6.0,39.0,72,37,2,meat,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
156,0,CeO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,4.0,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
157,0,CeO2,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,4.0,172.115,10.0,cubic,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7466638/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,24.0,36.0,48,37,2,skin,16,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39.19032095,34.14,-0.2376,1.373,4.456551526,2.972092417,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.976623377,3.976623377,2.976623377,2.976623377,3.945636701
158,0,Cu,Bacillus subtilis,non-pathogenic,chemical_synthesis,MIC,1.3010299956639813,63.55,9.0,spherical,24,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,0.16,7.08,14,30,1,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.96409803,0.0,-0.0025,0.0,1.243163121,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.519480519,1.519480519,0.444480519,4.219480519,0.675379491
159,0,Cu,Bacillus subtilis,non-pathogenic,chemical_synthesis,MBC,1.6020599913279623,63.55,9.0,spherical,24,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,0.16,7.08,14,30,1,soil,11,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.96409803,0.0,-0.0025,0.0,1.243163121,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.519480519,1.519480519,0.444480519,4.219480519,0.675379491
