,Unnamed: 0,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_,bacteria
351,351,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432,Staphylococcus epidermidis
352,352,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481,Staphylococcus epidermidis
353,353,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481,Staphylococcus epidermidis
354,354,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481,Staphylococcus epidermidis
355,355,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432,Staphylococcus epidermidis
356,356,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432,Staphylococcus epidermidis
357,357,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481,Escherichia coli
358,358,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481,Escherichia coli
359,359,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481,Escherichia coli
360,360,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432,Staphylococcus aureus
361,361,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432,Staphylococcus aureus
362,362,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481,Staphylococcus aureus
363,363,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481,Staphylococcus aureus
364,364,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481,Staphylococcus aureus
365,365,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432,Staphylococcus aureus
366,366,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432,Staphylococcus aureus
367,367,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Bacillus subtilis
368,368,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Bacillus subtilis
369,369,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Bacillus subtilis
370,370,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Escherichia coli
371,371,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.272999558563747,Escherichia coli
372,372,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Escherichia coli
373,373,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Escherichia coli
374,374,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Escherichia coli
375,375,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Escherichia coli
376,376,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Staphylococcus aureus
377,377,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Staphylococcus aureus
378,378,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686,Staphylococcus aureus
379,379,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Staphylococcus aureus
380,380,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Staphylococcus aureus
381,381,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Staphylococcus aureus
382,382,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.584967478670572,Bacillus subtilis
383,383,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Bacillus subtilis
384,384,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353722330399631,Bacillus subtilis
385,385,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Escherichia coli
386,386,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353722330399631,Escherichia coli
387,387,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686,Escherichia coli
388,388,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366,Staphylococcus aureus
389,389,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686,Staphylococcus aureus
390,390,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502,Staphylococcus aureus
391,391,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,7.353722330399631,Staphylococcus aureus
392,392,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686,Staphylococcus aureus
393,393,30.0,chemical_synthesis by aqueous zinc sulfate heptahydrate,30.0,30.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4420193761824107,Escherichia coli
394,394,30.0,chemical_synthesis by aqueous zinc sulfate heptahydrate,30.0,30.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.135166556742356,Escherichia coli
395,395,30.0,chemical_synthesis by aqueous zinc sulfate heptahydrate,30.0,30.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3609765531356006,Staphylococcus aureus
396,396,30.0,chemical_synthesis by aqueous zinc sulfate heptahydrate,30.0,30.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0554049638515948,Staphylococcus aureus
397,397,38.0,green_synthesis using aqueous Brassica rapa leaf,38.0,38.0,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,soil,4.08248290463863,81.389,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Bacillus subtilis
398,398,27.43,green_synthesis using aqueous Brassica rapa leaf,27.43,27.43,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,soil,4.08248290463863,81.389,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Bacillus subtilis
399,399,26.38,green_synthesis using aqueous Brassica rapa leaf,26.38,26.38,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,soil,4.08248290463863,81.389,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Bacillus subtilis
400,400,41.23,green_synthesis using aqueous Brassica rapa leaf,41.23,41.23,MIC,80.0,240.0,water (distilled),24.0,hexagonal,0.0,8.0,soil,4.08248290463863,81.389,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Bacillus subtilis
401,401,38.0,green_synthesis using aqueous Brassica rapa leaf,38.0,38.0,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.218875824868201,Escherichia coli
402,402,27.43,green_synthesis using aqueous Brassica rapa leaf,27.43,27.43,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.218875824868201,Escherichia coli
403,403,26.38,green_synthesis using aqueous Brassica rapa leaf,26.38,26.38,MIC,80.0,240.0,water (distilled),24.0,hexagonal,1.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.218875824868201,Escherichia coli
404,404,41.23,green_synthesis using aqueous Brassica rapa leaf,41.23,41.23,MIC,80.0,240.0,water (distilled),24.0,hexagonal,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,3.218875824868201,Escherichia coli
405,405,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,0.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.028148247292285,Escherichia coli
406,406,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0930978681273213,Escherichia coli
407,407,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.157559320943788,Escherichia coli
408,408,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2082744135228043,Escherichia coli
409,409,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.251291798606496,Escherichia coli
410,410,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.066862759472976,Escherichia coli
411,411,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.096790180014449,Escherichia coli
412,412,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1186622548331173,Escherichia coli
413,413,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.145931282948669,Escherichia coli
414,414,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8562979903656265,Escherichia coli
415,415,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.589235205116581,Escherichia coli
416,416,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4586150226995167,Escherichia coli
417,417,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3609765531356006,Escherichia coli
418,418,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7884205679625405,Escherichia coli
419,419,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.252762968495368,Escherichia coli
420,420,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2237754316221157,Escherichia coli
421,421,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1314021114911006,Escherichia coli
422,422,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,0.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.002830439307996,Salmonella enterica
423,423,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.066862759472976,Salmonella enterica
424,424,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.128231705849268,Salmonella enterica
425,425,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.199444334074532,Salmonella enterica
426,426,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.26176309847379,Salmonella enterica
427,427,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.028148247292285,Salmonella enterica
428,428,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0541237336955462,Salmonella enterica
429,429,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.091864061678393,Salmonella enterica
430,430,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1162555148025524,Salmonella enterica
431,431,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.871802176901592,Salmonella enterica
432,432,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.410986973710262,Salmonella enterica
433,433,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2809338454620642,Salmonella enterica
434,434,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,4.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1939224684724346,Salmonella enterica
435,435,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4816045409242156,Salmonella enterica
436,436,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1631508098056809,Salmonella enterica
437,437,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,water,4.08248290463863,81.389,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9555114450274363,Salmonella enterica
438,438,20.0,green_synthesis using Acacia arabica leaf extract,16.0,11.3,MIC,60.0,60.0,water,0.0,rod-shaped,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.981001468866584,Staphylococcus aureus
439,439,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,1.0,rod-shaped,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.028148247292285,Staphylococcus aureus
440,440,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,2.0,rod-shaped,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1041341542702074,Staphylococcus aureus
441,441,20.0,green_synthesis using Acacia arabica leaf extract,16.0,18.0,MIC,60.0,60.0,water,3.0,rod-shaped,0.0,8.0,skin,4.08248290463863,81.389,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.174751721484161,Staphylococcus aureus
