,coating,mdr,np_size_min__nm_,np_size_max__nm_,np_size_avg__nm_,time_set__hours_,min_Incub_period__h,avg_Incub_period__h,max_Incub_period__h,growth_temp__C_,biosafety_level,Solvent_polar,Valance_electron,amw,lipinskiHBA,NumHBA,labuteASA,CrippenClogP,chi0v,hallKierAlpha,kappa1,bacteria,method,shape,Solvent_for_extract,Bacteria,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,common_environment,prim_specific_habitat,sec_habitat,Red_env_type,Red_env_strength,Capping_type,Bio_component_class,Template_type,Post_treatment,Source_origin,MIC_NP___g_mL_,reference
328,0,0,50.0,50.0,50.0,24.0,18.0,24,48,36.0,2,0,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,Enterococcus faecalis,MBEC,spherical,water,Enterococcus faecalis,Prokaryota,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,opportunistic pathogen,p,nosocomial,"clinical samples (blood, saliva, sputum, urine)",guts,chemical,medium,none,,none,none,lab,7.1308988302963465,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
329,0,0,50.0,50.0,50.0,24.0,1.5,2,4,37.0,1,0,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,human,guts,mouth,chemical,medium,none,,none,none,lab,3.6635616461296463,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
330,0,0,50.0,50.0,50.0,24.0,1.5,2,4,37.0,1,0,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,Escherichia coli,MBEC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,human,guts,mouth,chemical,medium,none,,none,none,lab,6.437751649736401,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
331,0,0,50.0,50.0,50.0,24.0,6.0,24,48,37.0,2,0,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,none,lab,4.356708826689592,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
332,0,0,50.0,50.0,50.0,24.0,6.0,24,48,37.0,2,0,8,81.389,1.0,1.0,22.60496136211111,-0.1213,4.08248290463863,0.4233766233766233,2.423376623376623,Staphylococcus aureus,MBEC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,none,lab,6.437751649736401,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
333,0,0,10.0,78.9,44.45,24.0,8.0,18,48,33.5,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Acinetobacter baumannii,MIC,spherical,water,Acinetobacter baumannii,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,pathogenic,n,nature,soil,nosocomial,bio,weak,none,mixed,none,none,lab,1.7404661748405046,https://cdn.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf
334,0,0,10.0,78.9,44.45,24.0,3.0,12,24,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Klebsiella pneumoniae,MIC,spherical,water,Klebsiella pneumoniae,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,opportunistic pathogen,n,nosocomial,lungs,"clinical samples (blood, wound swabs)",bio,weak,none,mixed,none,none,lab,1.029619417181158,https://cdn.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf
335,0,0,10.0,78.9,44.45,24.0,4.0,8,12,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),bio,weak,none,mixed,none,none,lab,1.1314021114911006,https://cdn.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf
336,0,0,10.0,78.9,44.45,24.0,4.0,8,24,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,mixed,none,none,lab,1.5040773967762742,https://cdn.fortuneonline.org/articles/green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf
337,0,0,5.0,20.0,12.5,24.0,4.0,8,12,33.5,1,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Bacillus subtilis,MIC,spherical,water,Bacillus subtilis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,non-pathogenic,p,nature,soil,water,bio,weak,none,mixed,none,none,lab,4.158883083359672,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
338,0,0,5.0,20.0,12.5,24.0,4.0,8,12,33.5,1,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Bacillus subtilis,MBC,spherical,water,Bacillus subtilis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,non-pathogenic,p,nature,soil,water,bio,weak,none,mixed,none,none,lab,4.158883083359672,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
339,0,0,5.0,20.0,12.5,24.0,24.0,48,72,30.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Candida albicans,MIC,spherical,water,Candida albicans,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,opportunistic pathogen,f,human,mouth,guts,bio,weak,none,mixed,none,none,lab,3.4657359027997265,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
340,0,0,5.0,20.0,12.5,24.0,4.0,8,12,37.0,1,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,human,guts,mouth,bio,weak,none,mixed,none,none,lab,4.158883083359672,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
341,0,0,5.0,20.0,12.5,24.0,4.0,8,12,37.0,1,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Escherichia coli,MBC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,pathogenic,n,human,guts,mouth,bio,weak,none,mixed,none,none,lab,4.158883083359672,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
342,0,0,5.0,20.0,12.5,24.0,7.0,21,48,36.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Klebsiella pneumoniae,MIC,spherical,water,Klebsiella pneumoniae,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,opportunistic pathogen,n,nosocomial,"clinical samples (blood, sputum, urine, wound swabs)",guts,bio,weak,none,mixed,none,none,lab,5.545177444479562,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
343,0,0,5.0,20.0,12.5,24.0,7.0,21,48,36.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Klebsiella pneumoniae,MBC,spherical,water,Klebsiella pneumoniae,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,opportunistic pathogen,n,nosocomial,"clinical samples (blood, sputum, urine, wound swabs)",guts,bio,weak,none,mixed,none,none,lab,5.545177444479562,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
344,0,0,5.0,20.0,12.5,24.0,4.0,8,12,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),bio,weak,none,mixed,none,none,lab,2.772588722239781,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
345,0,0,5.0,20.0,12.5,24.0,4.0,8,12,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MBC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),bio,weak,none,mixed,none,none,lab,3.4657359027997265,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
346,0,0,5.0,20.0,12.5,24.0,4.0,8,24,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,mixed,none,none,lab,5.545177444479562,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
347,0,0,5.0,20.0,12.5,24.0,4.0,8,24,37.0,2,1,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MBC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,bio,weak,none,mixed,none,none,lab,5.950642552587727,https://link.springer.com/article/10.1007/s11274-017-2406-3/tables/1
348,0,0,2.0,35.0,18.5,24.0,4.0,8,12,37.0,2,0,11,107.868,0.0,0.0,23.001880613197383,-0.0025,1.7837651700316897,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),physical,medium,none,,none,none,lab,0.0,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0
349,0,0,14.0,24.0,20.0,24.0,6.0,12,24,33.5,2,0,17,79.545,1.0,1.0,20.67942235663529,-0.1213,1.6514114114799852,0.3194805194805194,2.31948051948052,Serratia marcescens,MIC,spherical,water,Serratia marcescens,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,opportunistic pathogen,n,nosocomial,"clinical samples (blood, sputum, urine, wound swabs)",medical surfaces,chemical,medium,none,,none,none,lab,4.135166556742356,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163
350,0,0,14.0,24.0,20.0,24.0,4.0,10,16,33.5,2,0,17,79.545,1.0,1.0,20.67942235663529,-0.1213,1.6514114114799852,0.3194805194805194,2.31948051948052,Bacillus cereus,MIC,spherical,water,Bacillus cereus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,pathogenic,p,nature,soil,plants,chemical,medium,none,,none,none,lab,4.135166556742356,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163
351,0,0,14.0,24.0,20.0,24.0,24.0,36,48,37.0,2,0,17,79.545,1.0,1.0,20.67942235663529,-0.1213,1.6514114114799852,0.3194805194805194,2.31948051948052,Enterococcus faecalis,MIC,spherical,water,Enterococcus faecalis,Prokaryota,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,opportunistic pathogen,p,nosocomial,"clinical samples (blood, sputum, urine)",guts,chemical,medium,none,,none,none,lab,4.135166556742356,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163
352,0,0,14.0,24.0,20.0,24.0,1.5,4,24,37.0,1,0,17,79.545,1.0,1.0,20.67942235663529,-0.1213,1.6514114114799852,0.3194805194805194,2.31948051948052,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,human,guts,mouth,chemical,medium,none,,none,none,lab,4.135166556742356,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163
353,0,0,14.0,24.0,20.0,24.0,4.0,8,24,37.0,2,0,17,79.545,1.0,1.0,20.67942235663529,-0.1213,1.6514114114799852,0.3194805194805194,2.31948051948052,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,none,lab,4.8283137373023015,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163
354,0,1,20.0,20.0,20.0,24.0,1.5,2,4,37.0,1,0,24,101.961,3.0,0.0,51.55776402912024,-1.118,4.688846486529344,0.9449350649350646,162.8037374988371,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,human,guts,mouth,chemical,medium,none,,none,none,commercial,7.377758908227872,https://pubmed.ncbi.nlm.nih.gov/24354999/
355,0,1,20.0,20.0,20.0,24.0,1.5,2,4,37.0,1,0,24,101.961,3.0,0.0,51.55776402912024,-1.118,4.688846486529344,0.9449350649350646,162.8037374988371,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,human,guts,mouth,chemical,medium,none,,none,none,commercial,8.070906088787819,https://pubmed.ncbi.nlm.nih.gov/24354999/
356,0,1,20.0,20.0,20.0,24.0,1.5,2,4,37.0,1,0,24,101.961,3.0,0.0,51.55776402912024,-1.118,4.688846486529344,0.9449350649350646,162.8037374988371,Escherichia coli,MBC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,non-pathogenic,n,human,guts,mouth,chemical,medium,none,,none,none,commercial,8.070906088787819,https://pubmed.ncbi.nlm.nih.gov/24354999/
357,1,0,1.4,1.4,1.4,18.0,4.0,8,12,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
358,1,0,5.1,5.1,5.1,18.0,4.0,8,12,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
359,1,0,1.9,1.9,1.9,18.0,4.0,8,12,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Pseudomonas aeruginosa,MIC,spherical,water,Pseudomonas aeruginosa,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,opportunistic pathogen,n,nosocomial,"clinical samples (sputum, urine)",clinical samples (wound swabs),chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
360,1,0,0.8,0.8,0.8,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MIC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
361,1,0,1.4,1.4,1.4,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MIC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
362,1,0,5.1,5.1,5.1,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MIC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
363,1,0,8.7,8.7,8.7,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MIC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
364,1,0,10.4,10.4,10.4,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MIC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
365,1,0,0.8,0.8,0.8,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MBC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
366,1,0,1.4,1.4,1.4,18.0,18.0,24,48,36.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus epidermidis,MBC,spherical,water,Staphylococcus epidermidis,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,opportunistic pathogen,p,human,skin,medical surfaces,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
367,1,0,5.1,5.1,5.1,18.0,1.5,4,24,37.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,human,guts,mouth,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
368,1,0,8.7,8.7,8.7,18.0,1.5,4,24,37.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,human,guts,mouth,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
369,1,0,10.4,10.4,10.4,18.0,1.5,4,24,37.0,1,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Escherichia coli,MIC,spherical,water,Escherichia coli,Prokaryota,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,opportunistic pathogen,n,human,guts,mouth,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
370,1,0,0.8,0.8,0.8,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
371,1,0,1.4,1.4,1.4,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
372,1,0,5.1,5.1,5.1,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
373,1,0,8.7,8.7,8.7,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
374,1,0,10.4,10.4,10.4,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MIC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,4.366743312417481,https://pubmed.ncbi.nlm.nih.gov/25712910/
375,1,0,0.8,0.8,0.8,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MBC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
376,1,0,1.4,1.4,1.4,18.0,4.0,8,24,37.0,2,0,11,196.967,0.0,0.0,23.001880613197383,-0.0025,2.467976720090587,0.7402597402597404,1.7402597402597404,Staphylococcus aureus,MBC,spherical,water,Staphylococcus aureus,Prokaryota,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,pathogenic,p,human,skin,nasopharynx,chemical,medium,none,,none,ligand_exchange,lab,1.5941545140226432,https://pubmed.ncbi.nlm.nih.gov/25712910/
