;np_size_min__nm_;np_size_avg__nm_;np_size_max__nm_;Source_origin;method;Capping_type;time_set__hours_;Solvent_for_extract;shape;Template_type;Bio_component_class;chi0v;Red_env_strength;Red_env_type;coating;Valance_electron;Solvent_polar;mdr;prim_specific_habitat;lipinskiHBA;CrippenClogP;max_Incub_period__h;hallKierAlpha;amw;avg_Incub_period__h;K07123;kappa1;K03629;min_Incub_period__h;K07050;K20345;NumHBA;sec_habitat;bac_type;K23945;common_environment;K01191;K13566;K07484;K25602;K11206;K07486;K12942;K01153;K02027;K00849;K01878;K00432;K01026;K10844;K03741;K00252;K01190;K03703;K09936;K07485;K07778;K16148;MIC_NP___g_mL_;bacteria_strain;np_synthesis
163;8;14;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;1;medical surfaces;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;6;0;0;0;skin;pathogenic;0;nosocomial;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1.139434283;Staphylococcus aureus MRSA;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
164;8;14;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;0;clinical samples (sputum, urine);0;-0.0025;12;0.74025974;107.868;8;0;1.74025974;0;4;0;0;0;clinical samples (wound swabs);opportunistic pathogen;0;nosocomial;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1.832581464;Pseudomonas aeruginosa ATCC 27853;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
165;8;14;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;0;lungs;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;3;0;0;0;clinical samples (blood, wound swabs);opportunistic pathogen;0;nosocomial;0;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;1.832581464;Klebsiella pneumoniae ATCC 2719;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
1411;20;40;50;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;soil;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;6;0;0;0;plants;non-pathogenic;0;nature;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;6.43775165;Bacillus subtilis ATCC 6633;Green synthesis using Agrimonia eupatoria L.
167;8;14;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;2.525728644;Staphylococcus aureus ATCC 29736;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
168;10;10;10;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;6;0;0;0;medical surfaces;non-pathogenic;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.098612289;Staphylococcus epidermidis ATCC 12228;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
169;10;10;10;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
170;10;10;10;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.609437912;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
171;10;20;10;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
172;10;20;10;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
173;60;60;60;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
174;60;60;60;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
175;100;100;100;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;clinical samples (sputum, urine);0;-0.0025;12;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;clinical samples (wound swabs);opportunistic pathogen;0;nosocomial;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;2.014903021;Pseudomonas aeruginosa nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
176;100;100;100;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.098612289;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
177;100;100;100;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
178;20;20;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
179;20;20;20;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
180;40;40;40;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;6;0;0;0;medical surfaces;non-pathogenic;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.791759469;Staphylococcus epidermidis ATCC 12228;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
181;40;40;40;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis ATCC 36983;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
182;40;40;40;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis ATCC 35984;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
183;10.9;13.5;16;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1.269760545;Escherichia coli nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
184;10.9;13.5;16;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;3.572345638;Staphylococcus aureus nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
185;10.9;13.5;16;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1.269760545;Escherichia coli ATCC 43886;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
186;10.9;13.5;16;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;3.572345638;Staphylococcus aureus ATCC 19636;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
1427;20;40;50;lab;MBC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;soil;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;6;0;0;0;plants;non-pathogenic;0;nature;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;7.13089883;Bacillus subtilis ATCC 6633;Green synthesis using Agrimonia eupatoria L.
196;20;35;50;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;2.302585093;Escherichia coli DH5α;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
197;20;35;50;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;1;11;0;0;meat;0;-0.0025;12;0.74025974;107.868;7;0;1.74025974;1;4;0;0;0;clinical samples (blood, stool, urine);pathogenic;0;human;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;2.302585093;Salmonella enterica subsp. enterica serovar Typhimurium    ATCC SC14028;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
198;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-2.407945609;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
199;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-3.912023005;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
200;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;1;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;-0.755022584;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
201;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-1.171182982;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
202;40;40;40;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0.039220713;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
203;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;1;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0.916290732;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
204;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;-2.407945609;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
205;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;-0.755022584;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
206;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;-1.171182982;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
207;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0.916290732;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
208;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;-3.912023005;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
209;40;40;40;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;24;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;nasopharynx;pathogenic;0;human;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0.039220713;Staphylococcus aureus nan;Chemical synthesis, purchased from Sigma-Aldrich
210;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.791759469;Staphylococcus epidermidis nan;Chemical synthesis, purchased from Sigma-Aldrich
211;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1.386294361;Staphylococcus epidermidis nan;Chemical synthesis, purchased from Sigma-Aldrich
212;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;0;11;0;0;skin;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;medical surfaces;opportunistic pathogen;0;human;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;Staphylococcus epidermidis nan;Chemical synthesis, purchased from Sigma-Aldrich
213;100;100;100;commercial;MIC;none;24;water;spherical;none;;2.878049394;medium;chemical;0;16;0;0;clinical samples (blood, sputum);2;-0.2401;48;0.314285714;79.865;24;0;3.314285714;1;18;0;0;2;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;3.695855068;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
214;100;100;100;commercial;MIC;none;24;water;spherical;none;;2.878049394;medium;chemical;0;16;0;1;skin;2;-0.2401;24;0.314285714;79.865;8;0;3.314285714;1;4;0;0;2;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;3.002707887;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
215;100;100;100;commercial;MBC;none;24;water;spherical;none;;2.878049394;medium;chemical;0;16;0;0;clinical samples (blood, sputum);2;-0.2401;48;0.314285714;79.865;24;0;3.314285714;1;18;0;0;2;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;4.389126372;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
216;100;100;100;commercial;MBC;none;24;water;spherical;none;;2.878049394;medium;chemical;0;16;0;1;skin;2;-0.2401;24;0.314285714;79.865;8;0;3.314285714;1;4;0;0;2;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;4.532599493;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
217;100;100;100;commercial;MIC;none;24;water;spherical;none;;4.082482905;medium;chemical;0;8;0;0;clinical samples (blood, sputum);1;-0.1213;48;0.423376623;81.389;24;0;2.423376623;1;18;0;0;1;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-3.506557897;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
218;100;100;100;commercial;MIC;none;24;water;spherical;none;;4.082482905;medium;chemical;0;8;0;1;skin;1;-0.1213;24;0.423376623;81.389;8;0;2.423376623;1;4;0;0;1;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;1.187843422;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
219;100;100;100;commercial;MBC;none;24;water;spherical;none;;4.082482905;medium;chemical;0;8;0;0;clinical samples (blood, sputum);1;-0.1213;48;0.423376623;81.389;24;0;2.423376623;1;18;0;0;1;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-1.966112856;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
220;100;100;100;commercial;MBC;none;24;water;spherical;none;;4.082482905;medium;chemical;0;8;0;1;skin;1;-0.1213;24;0.423376623;81.389;8;0;2.423376623;1;4;0;0;1;nasopharynx;pathogenic;0;human;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;1;0;0;1.187843422;Staphylococcus aureus MFBF 10679;Chemical synthesis, purchased from Sigma-Aldrich
221;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-2.407945609;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
222;40;40;40;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-3.912023005;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
223;10;10;10;commercial;MIC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;1;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-0.755022584;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
224;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;-1.171182982;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
225;40;40;40;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;0;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0.039220713;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
226;10;10;10;commercial;MBC;none;24;water;spherical;none;;1.78376517;strong;chemical;1;11;0;1;clinical samples (blood, sputum);0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;18;0;0;0;skin;opportunistic pathogen;0;nosocomial;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0.916290732;Staphylococcus aureus ATCC 29213;Chemical synthesis, purchased from Sigma-Aldrich
227;1;4.7;9;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;soil;0;-0.0025;48;0.74025974;107.868;18;0;1.74025974;1;8;0;0;0;nosocomial;pathogenic;0;nature;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;2.079441542;Acinetobacter baumannii nan;green_synthesis
228;1;4.7;9;lab;MBC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;soil;0;-0.0025;48;0.74025974;107.868;18;0;1.74025974;1;8;0;0;0;nosocomial;pathogenic;0;nature;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;2.772588722;Acinetobacter baumannii nan;green_synthesis
229;1;4.7;9;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;4.158883083;Escherichia coli nan;green_synthesis
230;1;4.7;9;lab;MBC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;4.852030264;Escherichia coli nan;green_synthesis
231;1;4.7;9;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;guts;0;-0.0025;24;0.74025974;107.868;16;0;1.74025974;1;14;0;0;0;soil;pathogenic;0;human;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;4.158883083;Klebsiella sp. nan;green_synthesis
232;1;4.7;9;lab;MBC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;guts;0;-0.0025;24;0.74025974;107.868;16;0;1.74025974;1;14;0;0;0;soil;pathogenic;0;human;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;4.852030264;Klebsiella sp. nan;green_synthesis
233;1;4.7;9;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;bladder;0;-0.0025;12;0.74025974;107.868;7;0;1.74025974;1;4;0;0;0;nosocomial;opportunistic pathogen;0;human;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;3.465735903;Proteus sp. nan;green_synthesis
234;1;4.7;9;lab;MBC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;bladder;0;-0.0025;12;0.74025974;107.868;7;0;1.74025974;1;4;0;0;0;nosocomial;opportunistic pathogen;0;human;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;4.158883083;Proteus sp. nan;green_synthesis
235;1;4.7;9;lab;MIC;none;24;water;spherical;none;mixed;1.78376517;weak;bio;0;11;1;0;clinical samples (sputum, urine);0;-0.0025;12;0.74025974;107.868;8;0;1.74025974;1;4;0;0;0;clinical samples (wound swabs);opportunistic pathogen;0;nosocomial;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;4.158883083;Pseudomonas aeruginosa nan;green_synthesis
