,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_,bacteria,strain,bacteria_strain
359,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,"clinical samples (blood, sputum, urine, wound swabs)",1.7837651700316897,107.868,7.0,1,48,0,0,0,0,0,1,256.0,Klebsiella pneumoniae,ATCC 700603,Klebsiella pneumoniae ATCC 700603
360,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,"clinical samples (blood, sputum, urine, wound swabs)",1.7837651700316897,107.868,7.0,1,48,0,0,0,0,0,1,256.0,Klebsiella pneumoniae,ATCC 700603,Klebsiella pneumoniae ATCC 700603
361,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,16.0,Pseudomonas aeruginosa,ATCC 10145,Pseudomonas aeruginosa ATCC 10145
362,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,32.0,Pseudomonas aeruginosa,ATCC 10145,Pseudomonas aeruginosa ATCC 10145
363,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,256.0,Staphylococcus aureus,ATCC 6538,Staphylococcus aureus ATCC 6538
364,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,384.0,Staphylococcus aureus,ATCC 6538,Staphylococcus aureus ATCC 6538
365,35.0,chemical_synthesis using high voltage method on pure silver,2.0,18.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,1.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
366,35.0,chemical_synthesis using high voltage method on pure silver,2.0,18.5,MBIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,4.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
367,20.0,chemical_synthesis using AgNO3,15.0,17.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,28,"clinical samples (blood, sputum, urine, wound swabs)",3.975778630527242,231.735,6.0,1,24,0,0,0,0,0,0,125.0,Serratia marcescens,None,Serratia marcescens None
368,20.0,chemical_synthesis using AgNO3,15.0,17.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,28,soil,3.975778630527242,231.735,4.0,1,16,0,0,0,0,0,0,62.5,Bacillus cereus,None,Bacillus cereus None
369,20.0,chemical_synthesis using AgNO3,15.0,17.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,28,"clinical samples (blood, sputum, urine)",3.975778630527242,231.735,24.0,0,48,0,0,1,0,0,0,125.0,Enterococcus faecalis,None,Enterococcus faecalis None
370,20.0,chemical_synthesis using AgNO3,15.0,17.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,28,guts,3.975778630527242,231.735,1.5,1,24,0,0,0,0,0,1,250.0,Escherichia coli,None,Escherichia coli None
371,20.0,chemical_synthesis using AgNO3,15.0,17.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,28,skin,3.975778630527242,231.735,4.0,1,24,1,0,0,0,0,0,250.0,Staphylococcus aureus,None,Staphylococcus aureus None
372,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,17,"clinical samples (blood, sputum, urine, wound swabs)",1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,62.5,Serratia marcescens,None,Serratia marcescens None
373,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,17,soil,1.6514114114799852,79.545,4.0,1,16,0,0,0,0,0,0,62.5,Bacillus cereus,None,Bacillus cereus None
374,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,17,"clinical samples (blood, sputum, urine)",1.6514114114799852,79.545,24.0,0,48,0,0,1,0,0,0,62.5,Enterococcus faecalis,None,Enterococcus faecalis None
375,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,17,guts,1.6514114114799852,79.545,1.5,1,24,0,0,0,0,0,1,62.5,Escherichia coli,None,Escherichia coli None
376,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,125.0,Staphylococcus aureus,None,Staphylococcus aureus None
377,41.0,chemical_synthesis using ZnCl2,31.0,35.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,nanoplates,0,8,"clinical samples (blood, sputum, urine, wound swabs)",4.08248290463863,81.389,6.0,1,24,0,0,0,0,0,0,500.0,Serratia marcescens,None,Serratia marcescens None
378,41.0,chemical_synthesis using ZnCl2,31.0,35.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,nanoplates,0,8,soil,4.08248290463863,81.389,4.0,1,16,0,0,0,0,0,0,250.0,Bacillus cereus,None,Bacillus cereus None
379,41.0,chemical_synthesis using ZnCl2,31.0,35.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,nanoplates,0,8,"clinical samples (blood, sputum, urine)",4.08248290463863,81.389,24.0,0,48,0,0,1,0,0,0,500.0,Enterococcus faecalis,None,Enterococcus faecalis None
380,41.0,chemical_synthesis using ZnCl2,31.0,35.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,nanoplates,0,8,guts,4.08248290463863,81.389,1.5,1,24,0,0,0,0,0,1,1000.0,Escherichia coli,None,Escherichia coli None
381,41.0,chemical_synthesis using ZnCl2,31.0,35.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,nanoplates,0,8,skin,4.08248290463863,81.389,4.0,1,24,1,0,0,0,0,0,1000.0,Staphylococcus aureus,None,Staphylococcus aureus None
382,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,24,guts,4.688846486529344,101.961,1.5,1,4,0,1,0,0,0,0,1600.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
383,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,24,guts,4.688846486529344,101.961,1.5,1,4,0,1,0,0,0,0,3200.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
384,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,24,guts,4.688846486529344,101.961,1.5,1,4,0,1,0,0,0,0,3200.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
385,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,24,guts,4.688846486529344,101.961,1.5,1,4,0,1,0,0,0,0,6400.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
386,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,0.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
387,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,78.78663,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
388,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,78.78663,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
389,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,0.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
390,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,0.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
391,1.9,Chemical_synthesis using ligand exchange,1.9,1.9,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,78.78663,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
392,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,0.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
393,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1,12,0,0,0,0,0,0,0.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
394,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,4.924164,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
395,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,4.924164,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
396,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,78.78663,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
397,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,78.78663,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
398,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,78.78663,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
399,1.9,Chemical_synthesis using ligand exchange,1.9,1.9,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,0.0,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
400,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,4.924164,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
401,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,18.0,1,48,0,0,1,0,0,1,4.924164,Staphylococcus epidermidis,None,Staphylococcus epidermidis None
402,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,0.0,Escherichia coli,None,Escherichia coli None
403,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,78.78663,Escherichia coli,None,Escherichia coli None
404,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,78.78663,Escherichia coli,None,Escherichia coli None
405,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,78.78663,Escherichia coli,None,Escherichia coli None
406,1.9,Chemical_synthesis using ligand exchange,1.9,1.9,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,0.0,Escherichia coli,None,Escherichia coli None
407,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,0.0,Escherichia coli,None,Escherichia coli None
408,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,guts,2.467976720090587,196.967,1.5,1,24,0,0,0,0,0,1,0.0,Escherichia coli,None,Escherichia coli None
409,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,4.924164,Staphylococcus aureus,None,Staphylococcus aureus None
410,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,4.924164,Staphylococcus aureus,None,Staphylococcus aureus None
411,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,78.78663,Staphylococcus aureus,None,Staphylococcus aureus None
412,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,78.78663,Staphylococcus aureus,None,Staphylococcus aureus None
413,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,78.78663,Staphylococcus aureus,None,Staphylococcus aureus None
414,1.9,Chemical_synthesis using ligand exchange,1.9,1.9,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,0.0,Staphylococcus aureus,None,Staphylococcus aureus None
415,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,4.924164,Staphylococcus aureus,None,Staphylococcus aureus None
416,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1,11,skin,2.467976720090587,196.967,4.0,1,24,1,0,0,0,0,0,4.924164,Staphylococcus aureus,None,Staphylococcus aureus None
417,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MIC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,guts,9.073311619531022,465.957,1.5,1,4,0,0,0,0,0,0,10000.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
418,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MBC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,guts,9.073311619531022,465.957,1.5,1,4,0,0,0,0,0,0,10000.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
419,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MIC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,water,9.073311619531022,465.957,6.0,1,24,0,0,0,0,0,0,2500.0,Salmonella enterica,ATCC 1231,Salmonella enterica ATCC 1231
420,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MBC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,water,9.073311619531022,465.957,6.0,1,24,0,0,0,0,0,0,10000.0,Salmonella enterica,ATCC 1231,Salmonella enterica ATCC 1231
421,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MIC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,skin,9.073311619531022,465.957,4.0,1,24,1,0,1,0,1,0,10000.0,Staphylococcus aureus,ATCC 6538,Staphylococcus aureus ATCC 6538
422,120.0,green_synthesis using mentha pulegium aqueous extract,120.0,120.0,MBC,90.0,1440.0,water (double distilled),24.0,nanorods,0,28,skin,9.073311619531022,465.957,4.0,1,24,1,0,1,0,1,0,10000.0,Staphylococcus aureus,ATCC 6538,Staphylococcus aureus ATCC 6538
423,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,soil,4.456551525567985,172.114,4.0,1,16,0,0,0,0,0,0,4300.0,Bacillus cereus,ATCC 11778,Bacillus cereus ATCC 11778
424,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,soil,4.456551525567985,172.114,4.0,1,16,0,0,0,0,0,0,4300.0,Bacillus cereus,ATCC 11778,Bacillus cereus ATCC 11778
425,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,guts,4.456551525567985,172.114,1.5,1,4,0,0,0,0,0,0,2150.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
426,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,guts,4.456551525567985,172.114,1.5,1,4,0,0,0,0,0,0,2150.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
427,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,soil,4.456551525567985,172.114,2.0,1,12,0,0,0,0,0,0,1070.0,Listeria monocytogenes,ATCC 35152,Listeria monocytogenes ATCC 35152
428,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,soil,4.456551525567985,172.114,2.0,1,12,0,0,0,0,0,0,1070.0,Listeria monocytogenes,ATCC 35152,Listeria monocytogenes ATCC 35152
429,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,guts,4.456551525567985,172.114,6.0,1,24,0,0,0,0,0,0,1070.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
430,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,guts,4.456551525567985,172.114,6.0,1,24,0,0,0,0,0,0,1070.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
431,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,skin,4.456551525567985,172.114,4.0,1,24,1,0,1,0,1,0,10000.0,Staphylococcus aureus,ATCC 65389,Staphylococcus aureus ATCC 65389
432,15.0,chemical_synthesis using cerium nitrate,5.0,10.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,cubic,0,16,skin,4.456551525567985,172.114,4.0,1,24,1,0,1,0,1,0,10000.0,Staphylococcus aureus,ATCC 65389,Staphylococcus aureus ATCC 65389
433,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,391.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
434,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,391.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
435,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,391.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
436,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,6250.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
437,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,12500.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
438,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,soil,1.6514114114799852,79.545,6.0,1,18,0,0,0,0,0,0,6250.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
439,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,391.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
440,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,195.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
441,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,391.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
442,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,3125.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
443,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,3125.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
444,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,guts,1.6514114114799852,79.545,6.0,1,24,0,0,0,0,0,0,3125.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
445,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,391.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
446,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,391.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
447,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,781.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
448,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,3125.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
449,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,3125.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
450,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0,17,skin,1.6514114114799852,79.545,4.0,1,24,1,0,0,0,0,0,3125.0,Staphylococcus aureus,MTCC 737,Staphylococcus aureus MTCC 737
