np_size_max__nm_,np_synthesis,np_size_min__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,np_size_avg__nm_,Solvent_for_extract,amw,time_set__hours_,bacteria,Valance_electron,Order,avg_Incub_period__h,prim_specific_habitat,Genus,sec_habitat,coating,shape,mdr,max_Incub_period__h,min_Incub_period__h,common_environment,MIC_NP___g_mL_
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,4.8283137373023015
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.214608098422191
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.214608098422191
90.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,50.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,4.127134385045092
90.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,50.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,4.127134385045092
90.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,50.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,4.8283137373023015
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.214608098422191
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,1,24,3.0,nosocomial,6.907755278982137
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MBEC,48.07498601007275,1139.4714854111403,20.0,water,101.961,24.0,Klebsiella pneumoniae,24,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,7.600902459542082
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
50.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MBEC,48.07498601007275,1139.4714854111403,30.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,1,24,3.0,nosocomial,8.294049640102028
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.0794415416798357
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,1.3862943611198906
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.0794415416798357
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,48.07498601007275,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.1588830833596715
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.852030263919617
70.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.34,MIC,25.0,1139.4714854111403,26.06,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,1.3862943611198906
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,8,guts,Escherichia,mouth,1,spherical,0,12,4.0,human,1.1394342831883648
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,medical surfaces,Staphylococcus,skin,1,spherical,1,48,6.0,nosocomial,1.1394342831883648
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),1,spherical,0,12,4.0,nosocomial,1.8325814637483102
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,0,24,3.0,nosocomial,1.8325814637483102
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Bacillus subtilis,11,Bacillales,12,soil,Bacillus,plants,1,spherical,0,24,6.0,nature,1.8325814637483102
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),8.0,MIC,27.0,48.0,14.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,spherical,0,24,4.0,human,2.5257286443082556
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,0,spherical,0,24,6.0,human,1.0986122886681098
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.6094379124341003
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
60.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),60.0,MIC,48.07498601007275,1139.4714854111403,60.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
60.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),60.0,MIC,48.07498601007275,1139.4714854111403,60.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
100.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),100.0,MIC,48.07498601007275,1139.4714854111403,100.0,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.0149030205422647
100.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),100.0,MIC,48.07498601007275,1139.4714854111403,100.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.0986122886681098
100.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),100.0,MIC,48.07498601007275,1139.4714854111403,100.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,0,spherical,0,24,6.0,human,1.0986122886681098
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
10.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.0,MIC,48.07498601007275,1139.4714854111403,10.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.6094379124341003
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
20.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),20.0,MIC,48.07498601007275,1139.4714854111403,20.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),40.0,MIC,48.07498601007275,1139.4714854111403,40.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,0,spherical,0,24,6.0,human,1.791759469228055
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),40.0,MIC,48.07498601007275,1139.4714854111403,40.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),40.0,MIC,48.07498601007275,1139.4714854111403,40.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
60.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),60.0,MIC,48.07498601007275,1139.4714854111403,60.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.3862943611198906
60.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),60.0,MIC,48.07498601007275,1139.4714854111403,60.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
100.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),100.0,MIC,48.07498601007275,1139.4714854111403,100.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,1.0986122886681098
100.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),100.0,MIC,48.07498601007275,1139.4714854111403,100.0,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,0,spherical,0,48,18.0,human,0.0
16.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.9,MIC,48.07498601007275,1139.4714854111403,13.5,water (triple distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.269760544863939
16.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.9,MIC,48.07498601007275,1139.4714854111403,13.5,water (triple distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,3.572345637857985
16.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.9,MIC,48.07498601007275,1139.4714854111403,13.5,water (triple distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.269760544863939
16.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),10.9,MIC,48.07498601007275,1139.4714854111403,13.5,water (triple distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,3.572345637857985
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.0,MIC,27.0,2880.0,13.0,water (double distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,3.4011973816621555
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.0,MIC,27.0,2880.0,13.0,water (double distilled),107.868,24.0,Micrococcus luteus,11,Micrococcales,48,soil,Micrococcus,skin,0,spherical,0,72,24.0,nature,4.174387269895637
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.0,MIC,27.0,2880.0,13.0,water (double distilled),107.868,24.0,Salmonella enterica subsp. enterica serovar Typhi ,11,Enterobacterales,10,guts,Salmonella,"clinical samples (blood, urine)",0,spherical,0,12,5.0,human,3.5553480614894135
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.0,MIC,27.0,2880.0,13.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,4.382026634673881
40.0,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),5.0,MIC,27.0,2880.0,18.0,water (double distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,3.4011973816621555
