,np_size_min__nm_,np_size_avg__nm_,np_size_max__nm_,Source_origin,method,Capping_type,time_set__hours_,Solvent_for_extract,shape,Template_type,Bio_component_class,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,mdr,prim_specific_habitat,lipinskiHBA,CrippenClogP,max_Incub_period__h,hallKierAlpha,amw,avg_Incub_period__h,K07123,kappa1,K03629,min_Incub_period__h,K07050,K20345,NumHBA,sec_habitat,bac_type,K23945,common_environment,K01191,K13566,K07484,K25602,K11206,K07486,K12942,K01153,K02027,K00849,K01878,K00432,K01026,K10844,K03741,K00252,K01190,K03703,K09936,K07485,K07778,K16148,MIC_NP___g_mL_,bacteria_strain,np_synthesis
243,5.0,60.0,80.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,mouth,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9162907318741552,Escherichia coli ATCC 10536,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
244,5.0,60.0,80.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9162907318741552,Pseudomonas aeruginosa ATCC 25619,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
245,5.0,60.0,80.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.6094379124341005,Staphylococcus aureus ATCC 25923,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
246,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,lungs,0.0,-0.0025,48.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (blood),opportunistic pathogen,0.0,animal (swine),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.218875824868201,Actinobacillus pleuropneumoniae 17/06L,chem_synthesis_reduction_by_D_maltose
247,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.840549633397487,Escherichia coli GN2514,chem_synthesis_reduction_by_D_maltose
248,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,soil,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,8.0,0.0,0.0,0.0,food,opportunistic pathogen,0.0,nature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.605170185988092,Streptococcus uberis GP1037,chem_synthesis_reduction_by_D_maltose
249,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.218875824868201,Staphylococcus aureus GP0004,chem_synthesis_reduction_by_D_maltose
250,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,lungs,0.0,-0.0025,24.0,0.7402597402597404,107.868,18.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,"clinical samples (blood, wound swabs)",opportunistic pathogen,0.0,animals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.840549633397487,Pasteurella Multocida P-813,chem_synthesis_reduction_by_D_maltose
251,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,lungs,0.0,-0.0025,48.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (blood),opportunistic pathogen,0.0,animal (swine),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.912023005428146,Actinobacillus pleuropneumoniae 17/06L,chem_synthesis_reduction_by_D_maltose
252,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.218875824868201,Escherichia coli GN2514,chem_synthesis_reduction_by_D_maltose
253,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,soil,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,8.0,0.0,0.0,0.0,food,opportunistic pathogen,0.0,nature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.912023005428146,Streptococcus uberis GP1037,chem_synthesis_reduction_by_D_maltose
254,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.912023005428146,Staphylococcus aureus GP0004,chem_synthesis_reduction_by_D_maltose
255,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,lungs,0.0,-0.0025,24.0,0.7402597402597404,107.868,18.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,"clinical samples (blood, wound swabs)",opportunistic pathogen,0.0,animals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.840549633397487,Pasteurella Multocida P-813,chem_synthesis_reduction_by_D_maltose
256,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.218875824868201,Staphylococcus aureus GP0004,chem_synthesis_reduction_by_D_maltose
257,4.0,8.0,10.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.840549633397487,Escherichia coli GN2514,chem_synthesis_reduction_by_D_maltose
258,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.912023005428146,Staphylococcus aureus GP0004,chem_synthesis_reduction_by_D_maltose
259,15.0,28.0,30.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,1.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.218875824868201,Escherichia coli GN2514,chem_synthesis_reduction_by_D_maltose
271,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,"clinical samples (blood, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,107.868,36.0,0.0,1.7402597402597404,1.0,24.0,0.0,1.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.4657359027997265,Enterococcus faecalis nan,green synthesis using  Withania coagulans fruits extract
272,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.158883083359672,Escherichia coli nan,green synthesis using  Withania coagulans fruits extract
273,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,"clinical samples (urine, wound swabs)",0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,"clinical samples (blood, stool)",opportunistic pathogen,0.0,nosocomial,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.772588722239781,Proteus vulgaris nan,green synthesis using  Withania coagulans fruits extract
274,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,guts,0.0,-0.0025,12.0,0.7402597402597404,107.868,10.0,0.0,1.7402597402597404,1.0,5.0,0.0,0.0,0.0,"clinical samples (blood, urine)",pathogenic,0.0,human,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.4657359027997265,Salmonella enterica subsp. enterica serovar Typhi  nan,green synthesis using  Withania coagulans fruits extract
275,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3862943611198906,Staphylococcus aureus nan,green synthesis using  Withania coagulans fruits extract
276,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,water,0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,soil,pathogenic,0.0,nature,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.772588722239781,Vibrio cholerae nan,green synthesis using  Withania coagulans fruits extract
277,10.0,20.0,40.0,lab,MIC,none,24.0,water,spherical,none,phenolic,1.7837651700316897,weak,bio,0.0,11.0,1.0,0.0,guts,0.0,-0.0025,24.0,0.7402597402597404,107.868,4.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.772588722239781,Escherichia coli nan,green synthesis using  Withania coagulans fruits extract
278,20.0,20.0,20.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.6635616461296463,Pseudomonas aeruginosa ATCC 27857,Chemical_synthesis using silver nitrate and zinc nitrate
279,20.0,20.0,20.0,lab,MBEC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1308988302963465,Pseudomonas aeruginosa ATCC 27857,Chemical_synthesis using silver nitrate and zinc nitrate
280,20.0,20.0,20.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,107.868,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049856007249537,Candida albicans ATCC 10231,Chemical_synthesis using silver nitrate and zinc nitrate
281,20.0,20.0,20.0,lab,MBEC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,107.868,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049856007249537,Candida albicans ATCC 10231,Chemical_synthesis using silver nitrate and zinc nitrate
282,20.0,20.0,20.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (blood, saliva, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.6635616461296463,Enterococcus faecalis ATCC 29212,Chemical_synthesis using silver nitrate and zinc nitrate
283,20.0,20.0,20.0,lab,MBEC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (blood, saliva, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1308988302963465,Enterococcus faecalis ATCC 29212,Chemical_synthesis using silver nitrate and zinc nitrate
284,20.0,20.0,20.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,guts,0.0,-0.0025,4.0,0.7402597402597404,107.868,2.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.6635616461296463,Escherichia coli ATCC 25922,Chemical_synthesis using silver nitrate and zinc nitrate
285,20.0,20.0,20.0,lab,MBEC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,guts,0.0,-0.0025,4.0,0.7402597402597404,107.868,2.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.7430031878094825,Escherichia coli ATCC 25922,Chemical_synthesis using silver nitrate and zinc nitrate
286,20.0,20.0,20.0,lab,MIC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,skin,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.6635616461296463,Staphylococcus aureus ATCC 25923,Chemical_synthesis using silver nitrate and zinc nitrate
287,20.0,20.0,20.0,lab,MBEC,none,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,1.0,11.0,0.0,0.0,skin,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.437751649736401,Staphylococcus aureus ATCC 25923,Chemical_synthesis using silver nitrate and zinc nitrate
288,1.4,1.4,1.4,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,196.967,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1308988302963465,Pseudomonas aeruginosa ATCC 27857,Chemical_synthesis using tetrachloroauric-III-acid hydrate
289,50.0,50.0,50.0,lab,MIC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,196.967,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.356708826689592,Pseudomonas aeruginosa ATCC 27857,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
290,50.0,50.0,50.0,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,196.967,8.0,0.0,1.7402597402597404,1.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1308988302963465,Pseudomonas aeruginosa ATCC 27857,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
291,1.4,1.4,1.4,lab,MIC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,196.967,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,Candida albicans ATCC 10231,Chemical_synthesis using tetrachloroauric-III-acid hydrate
292,1.4,1.4,1.4,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,196.967,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465,Candida albicans ATCC 10231,Chemical_synthesis using tetrachloroauric-III-acid hydrate
293,50.0,50.0,50.0,lab,MIC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,196.967,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825,Candida albicans ATCC 10231,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
294,50.0,50.0,50.0,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,mouth,0.0,-0.0025,72.0,0.7402597402597404,196.967,48.0,0.0,1.7402597402597404,0.0,24.0,1.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825,Candida albicans ATCC 10231,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
295,1.4,1.4,1.4,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (blood, saliva, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,196.967,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.824046010856292,Enterococcus faecalis ATCC 29212,Chemical_synthesis using tetrachloroauric-III-acid hydrate
296,50.0,50.0,50.0,lab,MIC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (blood, saliva, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,196.967,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.356708826689592,Enterococcus faecalis ATCC 29212,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
297,50.0,50.0,50.0,lab,MBEC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,"clinical samples (blood, saliva, sputum, urine)",0.0,-0.0025,48.0,0.7402597402597404,196.967,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,nosocomial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1308988302963465,Enterococcus faecalis ATCC 29212,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate
298,1.4,1.4,1.4,lab,MIC,small-molecule,24.0,water,spherical,none,,2.467976720090587,medium,chemical,1.0,11.0,0.0,0.0,guts,0.0,-0.0025,4.0,0.7402597402597404,196.967,2.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.824046010856292,Escherichia coli ATCC 25922,Chemical_synthesis using tetrachloroauric-III-acid hydrate
